County,First_FPC_Score
"Macoupin, Illinois, US",-4.850528346493371
"Madison, Illinois, US",33.62964044781072
"Marion, Illinois, US",-1.8909963903737292
"Marshall, Illinois, US",-23.45014056854548
"Mason, Illinois, US",-19.859532307128
"Massac, Illinois, US",-20.694045956143402
"McDonough, Illinois, US",-0.13495163245018943
"McHenry, Illinois, US",34.32499676508569
"McLean, Illinois, US",15.867406729151003
"Menard, Illinois, US",-20.731405416994168
"Mercer, Illinois, US",-20.019087800349425
"Monroe, Illinois, US",0.8210884869954338
"Montgomery, Illinois, US",-8.589587177816313
"Morgan, Illinois, US",-3.9193130540042493
"Moultrie, Illinois, US",-14.35284007374837
"Ogle, Illinois, US",7.544331971141196
"Peoria, Illinois, US",21.973954300235185
"Perry, Illinois, US",-4.390034043900966
"Piatt, Illinois, US",-25.387134123079534
"Pike, Illinois, US",5.627514881008497
"Pope, Illinois, US",-18.79555270360048
"Pulaski, Illinois, US",-19.974482484465153
"Putnam, Illinois, US",-13.492981036124712
"Randolph, Illinois, US",7.506464185144772
"Richland, Illinois, US",6.86180873620184
"Rock Island, Illinois, US",27.570306118627606
"Saline, Illinois, US",-7.861681571735611
"Sangamon, Illinois, US",20.476852187459663
"Schuyler, Illinois, US",-28.791510667760903
"Scott, Illinois, US",-9.967304341233255
"Shelby, Illinois, US",-10.412031341828962
"St. Clair, Illinois, US",37.00812439012218
"Stark, Illinois, US",-13.662890130292489
"Stephenson, Illinois, US",3.475346092981113
"Tazewell, Illinois, US",11.823172542001526
"Union, Illinois, US",1.2811077737019938
"Vermilion, Illinois, US",0.3802714612249724
"Wabash, Illinois, US",-7.576246681411315
"Warren, Illinois, US",-2.8082362109669807
"Washington, Illinois, US",-18.647892855775392
"Wayne, Illinois, US",-9.665423492369518
"White, Illinois, US",5.821364382563831
"Whiteside, Illinois, US",5.3315558384646184
"Will, Illinois, US",55.18835542156124
"Williamson, Illinois, US",7.316797572313652
"Winnebago, Illinois, US",39.20870969990999
"Woodford, Illinois, US",-11.56813432780678
"Adams, Indiana, US",-11.257737741489928
"Allen, Indiana, US",40.1152212044747
"Bartholomew, Indiana, US",12.144036086710475
"Benton, Indiana, US",-22.210380040904614
"Blackford, Indiana, US",-23.30249802832536
"Boone, Indiana, US",9.894081341473523
"Brown, Indiana, US",-26.150564294120652
"Carroll,Indiana,US",-9.72839988513181
"Cass, Indiana, US",26.08612465920989
"Clark, Indiana, US",20.230865782614103
"Clay, Indiana, US",-11.060115018325341
"Clinton, Indiana, US",4.784593983611359
"Crawford, Indiana, US",-29.36757383340762
"Daviess, Indiana, US",-0.1973627373857114
"DeKalb, Indiana, US",-2.4049417675234377
"Dearborn, Indiana, US",3.927194331532641
"Decatur, Indiana, US",-1.345038935652422
"Delaware, Indiana, US",15.990244253398915
"Dubois, Indiana, US",8.372457074615696
"Elkhart, Indiana, US",39.05937764653713
"Fayette, Indiana, US",-8.313805497181269
"Floyd, Indiana, US",11.677346315944208
"Fountain, Indiana, US",-16.693730437493322
"Franklin, Indiana, US",-11.09004434827699
"Fulton, Indiana, US",-9.511944113903905
"Gibson, Indiana, US",-2.943715267143308
"Grant, Indiana, US",7.007691319168487
"Greene, Indiana, US",-3.446191949105782
"Hamilton, Indiana, US",35.250549477709114
"Hancock, Indiana, US",10.25028557186157
"Harrison, Indiana, US",0.4591368989655383
"Hendricks, Indiana, US",27.38229420060258
"Henry, Indiana, US",5.585377650694167
"Howard, Indiana, US",10.78541137193977
"Huntington, Indiana, US",-12.073971763786348
"Jackson, Indiana, US",8.335538997810213
"Jasper, Indiana, US",-7.864191998921849
"Jay, Indiana, US",-13.18968161565807
"Jefferson, Indiana, US",-11.806913634556645
"Jennings, Indiana, US",-8.302346152813508
"Johnson, Indiana, US",26.590702976547703
"Knox, Indiana, US",-7.5320902194261965
"Kosciusko, Indiana, US",11.736431073745594
"LaGrange, Indiana, US",1.5383829485893181
"LaPorte, Indiana, US",17.577955505897382
"Lake, Indiana, US",50.02715284368242
"Lawrence, Indiana, US",0.73482382649406
"Madison, Indiana, US",21.082338171155616
"Marion, Indiana, US",61.98226329320528
"Marshall, Indiana, US",9.401013064958274
"Martin, Indiana, US",-27.834148495827037
"Miami, Indiana, US",-1.181846374830117
"Monroe, Indiana, US",15.019067235464734
"Montgomery, Indiana, US",-0.39285789522023706
"Morgan, Indiana, US",5.779551373388281
"Newton, Indiana, US",-15.950868720271561
"Noble, Indiana, US",9.416370876141318
"Ohio, Indiana, US",-27.11290849533051
"Orange, Indiana, US",-9.53033565947584
"Owen, Indiana, US",-21.925599626432483
"Parke, Indiana, US",-25.33562640256396
"Perry, Indiana, US",-9.814680581364458
"Pike, Indiana, US",-14.730572814688575
"Porter, Indiana, US",23.534471535662263
"Posey, Indiana, US",-14.073562669139255
"Pulaski, Indiana, US",-17.127497486369112
"Putnam, Indiana, US",-3.0484322223237967
"Randolph, Indiana, US",-13.38795903475817
"Ripley, Indiana, US",-7.556282908241772
"Rush, Indiana, US",-19.779245726630897
"Scott, Indiana, US",-5.695388577488053
"Shelby, Indiana, US",6.480677972570449
"Spencer, Indiana, US",-12.478791446590485
"St. Joseph, Indiana, US",37.14818516708344
"Starke, Indiana, US",-12.334742010634022
"Steuben, Indiana, US",-4.555174569398018
"Sullivan, Indiana, US",-12.066041851670821
"Switzerland, Indiana, US",-33.34000336022139
"Tippecanoe, Indiana, US",22.32191218404724
"Tipton, Indiana, US",-21.308834697102217
"Union, Indiana, US",-35.4520613303836
"Vanderburgh, Indiana, US",25.504142510163856
"Vermillion, Indiana, US",-23.216933243122796
"Vigo, Indiana, US",13.64111012205234
"Wabash, Indiana, US",-6.407053633680169
"Warren, Indiana, US",-34.86746471410183
"Warrick, Indiana, US",8.448047734252144
"Washington, Indiana, US",-15.060572537335773
"Wayne, Indiana, US",3.874111134151011
"Wells, Indiana, US",-8.571579946717886
"White, Indiana, US",3.304459557023136
"Whitley, Indiana, US",-10.072858516996998
"Adair, Iowa, US",-20.854127508437465
"Adams, Iowa, US",-32.43699827146216
"Allamakee, Iowa, US",-14.943766927689412
"Appanoose, Iowa, US",-15.333380878663279
"Audubon, Iowa, US",-28.422968591996213
"Benton, Iowa, US",-11.855695408041292
"Black Hawk, Iowa, US",34.57424968072361
"Boone, Iowa, US",-0.7360915853860723
"Bremer, Iowa, US",-1.157048088593576
"Buchanan, Iowa, US",-14.897161803666416
"Buena Vista, Iowa, US",27.30561879471457
"Butler, Iowa, US",-9.74237878521581
"Calhoun, Iowa, US",-0.6881437660890629
"Carroll, Iowa, US",3.369195851462763
"Cass, Iowa, US",-8.710751386660958
"Cedar, Iowa, US",-15.807118470148104
"Cerro Gordo, Iowa, US",0.25295145480203496
"Cherokee, Iowa, US",-4.989246996982761
"Chickasaw, Iowa, US",-15.314976195921199
"Clarke, Iowa, US",-7.407980121245935
"Clay, Iowa, US",-2.038102623983448
"Clayton, Iowa, US",-15.429812824545241
"Clinton, Iowa, US",2.9236263216441944
"Crawford, Iowa, US",9.093374297197158
"Dallas, Iowa, US",21.13376625178877
"Davis, Iowa, US",-17.886172062327972
"Decatur, Iowa, US",-16.86980387453905
"Delaware, Iowa, US",-5.072104726845892
"Des Moines, Iowa, US",2.6003151515382745
"Dickinson, Iowa, US",1.0157523768627137
"Dubuque, Iowa, US",21.186694935760443
"Emmet, Iowa, US",-2.3351392813576806
"Fayette, Iowa, US",-14.715466301920962
"Floyd, Iowa, US",-3.7316846878673937
"Franklin, Iowa, US",-6.8009161511754765
"Fremont, Iowa, US",-11.08327512568222
"Greene, Iowa, US",-21.648467147791717
"Grundy, Iowa, US",-15.70232156363948
"Guthrie, Iowa, US",-10.515922897175757
"Hamilton, Iowa, US",-3.5615267936080017
"Hancock, Iowa, US",-4.941518739101545
"Hardin, Iowa, US",-7.154291319714555
"Harrison, Iowa, US",-18.77223938911303
"Henry, Iowa, US",-5.55342709343211
"Howard, Iowa, US",-19.785791741447312
"Humboldt, Iowa, US",-10.321153362688923
"Ida, Iowa, US",-17.273955517677944
"Iowa, Iowa, US",-19.036422192174456
"Jackson, Iowa, US",-9.805242561455053
"Jasper, Iowa, US",5.117514560745017
"Jefferson, Iowa, US",-17.007079320329243
"Johnson, Iowa, US",23.71158985825519
"Jones, Iowa, US",-11.073165756301018
"Keokuk, Iowa, US",-19.386404421441423
"Kossuth, Iowa, US",-2.5038639945747425
"Lee, Iowa, US",0.27956368063084536
"Linn, Iowa, US",32.48074662962462
"Louisa, Iowa, US",0.07468528156768146
"Lucas, Iowa, US",-14.651892328601193
"Lyon, Iowa, US",-12.839383974796549
"Madison, Iowa, US",-11.666521280440124
"Mahaska, Iowa, US",-5.951052496311993
"Marion, Iowa, US",-0.14945731647161928
"Marshall, Iowa, US",19.066765131808562
"Mills, Iowa, US",-8.82337258129714
"Mitchell, Iowa, US",-1.5734513243950694
"Monona, Iowa, US",-26.58226535446623
"Monroe, Iowa, US",-13.259824534562949
"Montgomery, Iowa, US",-19.440449657750616
"Muscatine, Iowa, US",12.079991332565614
"O'Brien, Iowa, US",-4.19493211433623
"Osceola, Iowa, US",-17.721659579673073
"Page, Iowa, US",-15.038535484941098
"Palo Alto, Iowa, US",-6.8534569109612145
"Plymouth, Iowa, US",10.528948518559286
"Pocahontas, Iowa, US",-6.736633968766021
"Polk, Iowa, US",51.30793766273032
"Pottawattamie, Iowa, US",18.902769532562697
"Poweshiek, Iowa, US",-13.536005040896471
"Ringgold, Iowa, US",-21.452198687118162
"Sac, Iowa, US",-5.645199861546226
"Scott, Iowa, US",25.662743506892156
"Shelby, Iowa, US",-16.540826352730612
"Sioux, Iowa, US",10.905620126789925
"Story, Iowa, US",19.632300356294877
"Tama, Iowa, US",4.937171783853049
"Taylor, Iowa, US",-10.850986833847422
"Union, Iowa, US",-8.777409160877683
"Van Buren, Iowa, US",-34.10081568026101
"Wapello, Iowa, US",15.605814629447742
"Warren, Iowa, US",5.270448586555509
"Washington, Iowa, US",-2.597288440608021
"Wayne, Iowa, US",-18.597238888783522
"Webster, Iowa, US",15.701238004655222
"Winnebago, Iowa, US",-8.552177906199033
"Winneshiek, Iowa, US",-15.401792841425868
"Woodbury, Iowa, US",39.267909648315865
"Worth, Iowa, US",-9.728924776512148
"Wright, Iowa, US",7.791630133983913
"Allen, Kansas, US",-7.305843441583571
"Anderson, Kansas, US",-7.174149824456878
"Atchison, Kansas, US",-13.43107922721912
"Barber, Kansas, US",-8.654304961075603
"Barton, Kansas, US",-5.655433401138212
"Bourbon, Kansas, US",-26.31181353363059
"Brown, Kansas, US",-13.6065810249185
"Butler, Kansas, US",-2.464007376364158
"Chase, Kansas, US",-18.56949783684701
"Chautauqua, Kansas, US",-28.159330207181718
"Cherokee, Kansas, US",-16.54252986546941
"Cheyenne, Kansas, US",-6.287755207717874
"Clark, Kansas, US",-32.185067622205366
"Clay, Kansas, US",-24.20902852025556
"Cloud, Kansas, US",-15.215440478939065
"Coffey, Kansas, US",-26.399662566176104
"Comanche, Kansas, US",-28.949136945124565
"Cowley, Kansas, US",10.173800813523327
"Crawford, Kansas, US",0.4560728651424121
"Decatur, Kansas, US",-24.881134009518636
"Dickinson, Kansas, US",-4.258088497522714
"Doniphan, Kansas, US",-18.6022919905931
"Douglas, Kansas, US",8.631460249967533
"Edwards, Kansas, US",-36.35066120363838
"Elk, Kansas, US",-9.484840726633104
"Ellis, Kansas, US",-3.1404026351899224
"Ellsworth, Kansas, US",-4.446076490440094
"Finney, Kansas, US",26.158297741668356
"Ford, Kansas, US",31.179040423823785
"Franklin, Kansas, US",-13.89468158541518
"Geary, Kansas, US",-12.132185509865495
"Gove, Kansas, US",-9.180505147601579
"Graham, Kansas, US",-22.64247986098073
"Grant, Kansas, US",-11.807644860958465
"Gray, Kansas, US",-20.610935583220336
"Greeley, Kansas, US",-23.97893402866447
"Greenwood, Kansas, US",-24.466337246840443
"Hamilton, Kansas, US",-33.55552226947555
"Harper, Kansas, US",-3.0328960171167174
"Harvey, Kansas, US",-8.870774911390258
"Haskell, Kansas, US",-27.893338992714554
"Hodgeman, Kansas, US",-37.7862253630374
"Jackson, Kansas, US",-3.164708159720127
"Jefferson, Kansas, US",-21.37241120302608
"Jewell, Kansas, US",-27.71895694076994
"Johnson, Kansas, US",39.5407856892798
"Kearny, Kansas, US",-22.28807821571726
"Kingman, Kansas, US",-5.466418913257081
"Kiowa, Kansas, US",-25.010105574799777
"Labette, Kansas, US",-14.559705450771297
"Lane, Kansas, US",-41.457953748864696
"Leavenworth, Kansas, US",20.021757273236833
"Lincoln, Kansas, US",-25.402315432702878
"Linn, Kansas, US",-38.51550170030714
"Logan, Kansas, US",-11.188134375524674
"Lyon, Kansas, US",10.261638935344239
"Marion, Kansas, US",-31.187349823075795
"Marshall, Kansas, US",-8.60124584067807
"McPherson, Kansas, US",-12.820885960432035
"Meade, Kansas, US",-24.30125248335333
"Miami, Kansas, US",-9.46938773444808
"Mitchell, Kansas, US",-11.20106006582762
"Montgomery, Kansas, US",-13.506132458112557
"Morris, Kansas, US",-30.300748689515817
"Morton, Kansas, US",-37.080584138402976
"Nemaha, Kansas, US",-8.029833948451367
"Neosho, Kansas, US",0.0328289057666854
"Ness, Kansas, US",-15.12827408434219
"Norton, Kansas, US",-5.545609799746298
"Osage, Kansas, US",-25.758533357804843
"Osborne, Kansas, US",-10.872396736095528
"Ottawa, Kansas, US",-13.557447719072401
"Pawnee, Kansas, US",11.07165616733707
"Phillips, Kansas, US",-6.431421732436857
"Pottawatomie, Kansas, US",-17.097430125923328
"Pratt, Kansas, US",-10.350744809042222
"Rawlins, Kansas, US",0.5767026926012496
"Reno, Kansas, US",1.6670552524480466
"Republic, Kansas, US",-12.170399691602391
"Rice, Kansas, US",-1.8095931454434666
"Riley, Kansas, US",7.7886436747951375
"Rooks, Kansas, US",-33.09368993752482
"Rush, Kansas, US",-11.515051635687104
"Russell, Kansas, US",-1.1516325677948205
"Saline, Kansas, US",-1.1833189527015602
"Scott, Kansas, US",-22.069902506724677
"Sedgwick, Kansas, US",40.94166268488314
"Seward, Kansas, US",22.126215096965183
"Shawnee, Kansas, US",22.486221092757905
"Sheridan, Kansas, US",-22.639445833371752
"Sherman, Kansas, US",-31.056529806520995
"Smith, Kansas, US",-12.920919302193974
"Stafford, Kansas, US",-12.88924641376478
"Stanton, Kansas, US",-39.86069218943848
"Stevens, Kansas, US",-23.815367982151436
"Sumner, Kansas, US",-8.840987032974956
"Thomas, Kansas, US",-4.2118587114001445
"Trego, Kansas, US",-15.914138138331085
"Wabaunsee, Kansas, US",-26.932446717261364
"Wallace, Kansas, US",-15.116235368408164
"Washington, Kansas, US",-4.448979718542267
"Wichita, Kansas, US",-12.407324020603182
"Wilson, Kansas, US",-3.2989485608141482
"Woodson, Kansas, US",-52.25172449256986
"Wyandotte, Kansas, US",36.68717447354642
"Adair, Kentucky, US",-7.54134853796984
"Allen, Kentucky, US",-4.806821517483451
"Anderson, Kentucky, US",-20.86916472761816
"Ballard, Kentucky, US",-36.77926379318957
"Barren, Kentucky, US",0.19303739265139286
"Bath, Kentucky, US",-24.980442695581175
"Bell, Kentucky, US",16.678964507354717
"Boone, Kentucky, US",17.11345939091799
"Bourbon, Kentucky, US",-20.292021178892888
"Boyd, Kentucky, US",-6.563792501760617
"Boyle, Kentucky, US",-14.583926906259585
"Bracken, Kentucky, US",-39.84368274908729
"Breathitt, Kentucky, US",-8.231747068148016
"Breckinridge, Kentucky, US",-23.834169928014393
"Bullitt, Kentucky, US",3.56347205822426
"Butler, Kentucky, US",-4.339039235365996
"Caldwell, Kentucky, US",-25.476816929550523
"Calloway, Kentucky, US",-4.481493596455436
"Campbell, Kentucky, US",7.311723499057637
"Carlisle, Kentucky, US",-27.58227912513598
"Carroll, Kentucky, US",-10.483253360484879
"Carter, Kentucky, US",-13.464996617871165
"Casey, Kentucky, US",-2.4352446298764088
"Christian, Kentucky, US",7.006527755661262
"Clark, Kentucky, US",-13.76840833816084
"Clay, Kentucky, US",3.567612766411915
"Clinton, Kentucky, US",-11.676069482392025
"Crittenden, Kentucky, US",-24.02727257517135
"Cumberland, Kentucky, US",-32.277142189391284
"Daviess, Kentucky, US",12.265777560498316
"Edmonson, Kentucky, US",-23.37090543090309
"Elliott, Kentucky, US",-7.183766314587509
"Estill, Kentucky, US",-2.528057874770684
"Fayette, Kentucky, US",31.675645116719544
"Fleming, Kentucky, US",-7.02286472206697
"Floyd, Kentucky, US",-10.674461001937136
"Franklin, Kentucky, US",-7.193296685048773
"Fulton, Kentucky, US",-17.097997079417475
"Gallatin, Kentucky, US",-16.149603489775764
"Garrard, Kentucky, US",-7.540210876497346
"Grant, Kentucky, US",-15.664029681239615
"Graves, Kentucky, US",5.8829986591776535
"Grayson, Kentucky, US",-4.475319776901624
"Green, Kentucky, US",1.5093240772860903
"Greenup, Kentucky, US",-11.666759325153846
"Hancock, Kentucky, US",-31.63823428065311
"Hardin, Kentucky, US",7.46312090309545
"Harlan, Kentucky, US",8.558089056352369
"Harrison, Kentucky, US",-28.776742682437078
"Hart, Kentucky, US",-9.692510905220676
"Henderson, Kentucky, US",0.7852906147158187
"Henry, Kentucky, US",-16.323549141324005
"Hickman, Kentucky, US",-35.21762518562341
"Hopkins, Kentucky, US",3.8731755202585165
"Jackson, Kentucky, US",-10.262416371035783
"Jefferson, Kentucky, US",49.570453209686676
"Jessamine, Kentucky, US",-3.8506968059454674
"Johnson, Kentucky, US",-15.350532943207313
"Kenton, Kentucky, US",20.111855549695367
"Knott, Kentucky, US",-2.8160589410395693
"Knox, Kentucky, US",-7.465992098266638
"Larue, Kentucky, US",-25.193707237262295
"Laurel, Kentucky, US",1.2233535035281167
"Lawrence, Kentucky, US",-13.094275203516707
"Lee, Kentucky, US",-7.668958706193644
"Leslie, Kentucky, US",-28.26197950307781
"Letcher, Kentucky, US",-1.1896911500635585
"Lewis, Kentucky, US",-16.562095876309087
"Lincoln, Kentucky, US",-13.344295574089811
"Livingston, Kentucky, US",-28.4676022128955
"Logan, Kentucky, US",-1.7389495142371987
"Lyon, Kentucky, US",-36.185462340879845
"Madison, Kentucky, US",5.488827486027399
"Magoffin, Kentucky, US",-8.753369614431588
"Marion, Kentucky, US",-13.273864568897721
"Marshall, Kentucky, US",-12.253518970000359
"Martin, Kentucky, US",-7.800806009651924
"Mason, Kentucky, US",-26.155364364209376
"McCracken, Kentucky, US",1.7664256008007535
"McCreary, Kentucky, US",-25.20428098642529
"McLean, Kentucky, US",-29.0551211199555
"Meade, Kentucky, US",-13.899902137685533
"Menifee, Kentucky, US",-31.88107958370842
"Mercer, Kentucky, US",-19.316508627676352
"Metcalfe, Kentucky, US",-14.823933419990775
"Monroe, Kentucky, US",-13.891709470258174
"Montgomery, Kentucky, US",-16.34991393661009
"Morgan, Kentucky, US",-8.57828021174804
"Muhlenberg, Kentucky, US",8.54682824461896
"Nelson, Kentucky, US",-3.0501371244854565
"Nicholas, Kentucky, US",-22.19056129277603
"Ohio, Kentucky, US",-2.2378466421007306
"Oldham, Kentucky, US",3.3497306687578554
"Owen, Kentucky, US",-13.274223382706213
"Owsley, Kentucky, US",-14.236957055239724
"Pendleton, Kentucky, US",-30.209427701108034
"Perry, Kentucky, US",-6.309080391294022
"Pike, Kentucky, US",-2.5158447238144777
"Powell, Kentucky, US",-7.836227058770452
"Pulaski, Kentucky, US",-2.757460939905486
"Robertson, Kentucky, US",-17.370089254430003
"Rockcastle, Kentucky, US",-23.467783867815992
"Rowan, Kentucky, US",-9.791913020255766
"Russell, Kentucky, US",-16.248644822067646
"Scott, Kentucky, US",-4.859168740698734
"Shelby, Kentucky, US",7.503541810233516
"Simpson, Kentucky, US",-15.827536197870346
"Spencer, Kentucky, US",-18.487829082717553
"Taylor, Kentucky, US",-10.064435168253453
"Todd, Kentucky, US",-24.5262161688628
"Trigg, Kentucky, US",-22.021624586200325
"Trimble, Kentucky, US",-15.754327088625013
"Union, Kentucky, US",-19.764550248163193
"Warren, Kentucky, US",28.717167261078046
"Washington, Kentucky, US",-20.54298897562863
"Wayne, Kentucky, US",-22.976068618206114
"Webster, Kentucky, US",-19.775170417556712
"Whitley, Kentucky, US",-8.901152465333366
"Wolfe, Kentucky, US",-15.877335039393364
"Woodford, Kentucky, US",-16.899636219242673
"Acadia, Louisiana, US",21.079482043624417
"Allen, Louisiana, US",8.075241743560703
"Ascension, Louisiana, US",27.98922159751169
"Assumption, Louisiana, US",1.4684966614808883
"Avoyelles, Louisiana, US",6.657037801288222
"Beauregard, Louisiana, US",0.7450551156908037
"Bienville, Louisiana, US",-5.407366332017879
"Bossier, Louisiana, US",23.24356399313631
"Caddo, Louisiana, US",42.77904587652182
"Calcasieu, Louisiana, US",36.428055860354156
"Caldwell, Louisiana, US",-13.167659880467342
"Cameron, Louisiana, US",-10.865064544610801
"Catahoula, Louisiana, US",-9.292757559525205
"Claiborne, Louisiana, US",-9.02261800596352
"Concordia, Louisiana, US",-7.412767344443934
"De Soto, Louisiana, US",3.3875900684114195
"East Baton Rouge, Louisiana, US",51.089028881584554
"East Carroll, Louisiana, US",-0.07627085420207168
"East Feliciana, Louisiana, US",7.131534421966777
"Evangeline, Louisiana, US",4.184663303754906
"Franklin, Louisiana, US",8.328931831957798
"Grant, Louisiana, US",-11.206623635039882
"Iberia, Louisiana, US",21.849194468708234
"Iberville, Louisiana, US",13.207360087087425
"Jackson, Louisiana, US",-2.0401437035270287
"Jefferson, Louisiana, US",57.06110305257466
"Jefferson Davis, Louisiana, US",5.4867467403120465
"LaSalle,Louisiana,US",-9.728644313893957
"Lafayette, Louisiana, US",37.9286416200029
"Lafourche, Louisiana, US",26.029503881344066
"Lincoln, Louisiana, US",6.917063553438946
"Livingston, Louisiana, US",24.537242963860336
"Madison, Louisiana, US",3.94914196310056
"Morehouse, Louisiana, US",1.0480913910598488
"Natchitoches, Louisiana, US",7.7200005803598595
"Orleans, Louisiana, US",51.72574930197839
"Ouachita, Louisiana, US",36.91960320838675
"Plaquemines, Louisiana, US",0.04118580165322765
"Pointe Coupee, Louisiana, US",4.6287929623275
"Rapides, Louisiana, US",28.14403783294516
"Red River, Louisiana, US",-13.754063957522318
"Richland, Louisiana, US",1.2166385948441811
"Sabine, Louisiana, US",-2.344269823238074
"St. Bernard, Louisiana, US",11.95769374567884
"St. Charles, Louisiana, US",16.57260768394953
"St. Helena, Louisiana, US",-13.182227261202911
"St. James, Louisiana, US",2.739786600985964
"St. John the Baptist, Louisiana, US",16.196117181250656
"St. Landry, Louisiana, US",21.83276976591361
"St. Martin, Louisiana, US",16.760776694745793
"St. Mary, Louisiana, US",13.46257986554631
"St. Tammany, Louisiana, US",37.62670130411867
"Tangipahoa, Louisiana, US",30.864673952939057
"Tensas, Louisiana, US",-23.811379589392118
"Terrebonne, Louisiana, US",24.509312049763313
"Union, Louisiana, US",4.895253681457507
"Vermilion, Louisiana, US",8.95711817929755
"Vernon, Louisiana, US",-2.292474656589991
"Washington, Louisiana, US",14.223135339322374
"Webster, Louisiana, US",6.395524205213918
"West Baton Rouge, Louisiana, US",0.9048060251633375
"West Carroll, Louisiana, US",-2.3335955467373686
"West Feliciana, Louisiana, US",-2.133932478218534
"Winn, Louisiana, US",-1.8685203786366533
"Androscoggin, Maine, US",2.404590129666393
"Aroostook, Maine, US",-31.62326694795725
"Cumberland, Maine, US",23.051235466435
"Franklin, Maine, US",-31.85963955605903
"Hancock, Maine, US",-35.59331160766566
"Kennebec, Maine, US",-11.430571993921815
"Knox, Maine, US",-39.35864881744052
"Lincoln, Maine, US",-42.94186490017502
"Oxford, Maine, US",-29.543472151959545
"Penobscot, Maine, US",-11.793689642784544
"Piscataquis, Maine, US",-24.933844039438675
"Sagadahoc, Maine, US",-35.6359765342345
"Somerset, Maine, US",-27.982276153480232
"Waldo, Maine, US",-27.654208504267714
"Washington, Maine, US",-16.065083184283292
"York, Maine, US",9.749299136553667
"Allegany, Maryland, US",4.493495404534185
"Anne Arundel, Maryland, US",46.638608129695825
"Baltimore, Maryland, US",55.195724660995154
"Baltimore City, Maryland, US",53.5366535693833
"Calvert, Maryland, US",6.007692773301936
"Caroline, Maryland, US",0.8693257525398403
"Carroll, Maryland, US",20.299875582355423
"Cecil, Maryland, US",9.454892938294085
"Charles, Maryland, US",24.327080877932968
"Dorchester, Maryland, US",-1.0300680631606576
"Frederick, Maryland, US",34.221533247993214
"Garrett, Maryland, US",-16.63205839007015
"Harford, Maryland, US",23.603225664519346
"Howard, Maryland, US",33.75395919568684
"Kent, Maryland, US",-11.215852308089596
"Montgomery, Maryland, US",58.297322712286125
"Prince George's, Maryland, US",63.387567808862705
"Queen Anne's, Maryland, US",-1.3413210534032682
"Somerset, Maryland, US",-8.725262945523488
"St. Mary's, Maryland, US",12.148045442809646
"Talbot, Maryland, US",-6.292684545018706
"Washington, Maryland, US",18.071290848314927
"Wicomico, Maryland, US",19.2278423698237
"Worcester, Maryland, US",4.747264048102622
"Barnstable, Massachusetts, US",20.981316723143593
"Berkshire, Massachusetts, US",3.6425270230393196
"Bristol, Massachusetts, US",51.344001455508035
"Essex, Massachusetts, US",62.18316260199413
"Franklin, Massachusetts, US",-3.68727237384379
"Hampden, Massachusetts, US",48.607519853371144
"Hampshire, Massachusetts, US",14.514537729354364
"Middlesex, Massachusetts, US",65.18568187574823
"Norfolk, Massachusetts, US",48.43099120163683
"Plymouth, Massachusetts, US",50.53228639887438
"Suffolk, Massachusetts, US",62.47375315956609
"Worcester, Massachusetts, US",55.72914337240187
"Alcona, Michigan, US",-36.41548844684325
"Alger, Michigan, US",-16.872442017802204
"Allegan, Michigan, US",10.029800388435811
"Alpena, Michigan, US",-10.945570629068929
"Antrim, Michigan, US",-34.05635181783567
"Arenac, Michigan, US",-27.246127005627297
"Baraga, Michigan, US",-19.612600347050567
"Barry, Michigan, US",-5.438053879692933
"Bay, Michigan, US",10.74429619622456
"Benzie, Michigan, US",-14.363616622641814
"Berrien, Michigan, US",20.44400473031077
"Branch, Michigan, US",2.2592805294100153
"Calhoun, Michigan, US",16.789568337649442
"Cass, Michigan, US",-1.9377626749397892
"Charlevoix, Michigan, US",-28.343206351071274
"Cheboygan, Michigan, US",-28.269561875184717
"Chippewa, Michigan, US",2.6332783543104394
"Clare, Michigan, US",-19.862619644013556
"Clinton, Michigan, US",3.35395213559166
"Crawford, Michigan, US",-22.488602256832394
"Delta, Michigan, US",-11.605130511605914
"Dickinson, Michigan, US",-9.022680124285104
"Eaton, Michigan, US",6.641816581421796
"Emmet, Michigan, US",-21.88096634102192
"Genesee, Michigan, US",40.14504045095997
"Gladwin, Michigan, US",-22.07275381812539
"Gogebic, Michigan, US",-11.067394542435109
"Grand Traverse, Michigan, US",-9.455537640589228
"Gratiot, Michigan, US",-8.355172995113305
"Hillsdale, Michigan, US",-3.4273611153134254
"Houghton, Michigan, US",1.3338598989723816
"Huron, Michigan, US",-15.270913766778833
"Ingham, Michigan, US",24.843764232678726
"Ionia, Michigan, US",-0.6202185614319318
"Iosco, Michigan, US",-12.932014460628482
"Iron, Michigan, US",-7.26285408581953
"Isabella, Michigan, US",-0.33632196861763686
"Jackson, Michigan, US",15.45315062660553
"Kalamazoo, Michigan, US",27.508083949850562
"Kalkaska, Michigan, US",-30.773483541602058
"Kent, Michigan, US",47.57126255190626
"Keweenaw, Michigan, US",-17.58410822007015
"Lake, Michigan, US",-30.854579191509973
"Lapeer, Michigan, US",5.975164239602239
"Leelanau, Michigan, US",-27.233653084923912
"Lenawee, Michigan, US",4.519718948262728
"Livingston, Michigan, US",16.90224206600754
"Luce, Michigan, US",-12.628545180988153
"Mackinac, Michigan, US",-34.87699709504926
"Macomb, Michigan, US",57.08312015465995
"Manistee, Michigan, US",-33.24165797539549
"Marquette, Michigan, US",-4.398042146043797
