County,First_FPC_Score
"Mason, Michigan, US",-17.484758954782688
"Mecosta, Michigan, US",-17.84309296345235
"Menominee, Michigan, US",-8.71756693869435
"Midland, Michigan, US",-1.5849285125482957
"Missaukee, Michigan, US",-29.278001943845332
"Monroe, Michigan, US",17.319635457839368
"Montcalm, Michigan, US",-6.692217343161245
"Montmorency, Michigan, US",-47.737862268553656
"Muskegon, Michigan, US",20.93203092534876
"Newaygo, Michigan, US",-3.041107630441738
"Oakland, Michigan, US",62.32801000736036
"Oceana, Michigan, US",3.2093511264785337
"Ogemaw, Michigan, US",-26.01202561111342
"Ontonagon, Michigan, US",-15.098599451406269
"Osceola, Michigan, US",-27.23327658515441
"Oscoda, Michigan, US",-36.406910621465045
"Otsego, Michigan, US",-15.856486511108912
"Ottawa, Michigan, US",28.395915198293388
"Presque Isle, Michigan, US",-36.64606631220252
"Roscommon, Michigan, US",-26.0159409844965
"Saginaw, Michigan, US",29.217678730813915
"Sanilac, Michigan, US",-19.541672768532294
"Schoolcraft, Michigan, US",-26.016988834700868
"Shiawassee, Michigan, US",2.4312397098043492
"St. Clair, Michigan, US",13.606816830553196
"St. Joseph, Michigan, US",4.799543982667472
"Tuscola, Michigan, US",0.23695225176789383
"Van Buren, Michigan, US",3.801808877109496
"Washtenaw, Michigan, US",31.39400584500619
"Wayne, Michigan, US",72.41923564530416
"Wexford, Michigan, US",-26.09499946478361
"Aitkin, Minnesota, US",-13.355433960606527
"Anoka, Minnesota, US",35.09897923742859
"Becker, Minnesota, US",-0.054924725700506834
"Beltrami, Minnesota, US",-10.864781644482711
"Benton, Minnesota, US",11.895266905854065
"Big Stone, Minnesota, US",-21.09626693856727
"Blue Earth, Minnesota, US",7.7670950915978345
"Brown, Minnesota, US",-18.637927759583672
"Carlton, Minnesota, US",-8.005096203405492
"Carver, Minnesota, US",7.410586072083184
"Cass, Minnesota, US",-14.71325925317436
"Chippewa, Minnesota, US",-5.560640108046448
"Chisago, Minnesota, US",-2.2401977608930537
"Clay, Minnesota, US",16.18110839189378
"Clearwater, Minnesota, US",-16.920764105788653
"Cook, Minnesota, US",-36.10528501118103
"Cottonwood, Minnesota, US",-14.579010579320707
"Crow Wing, Minnesota, US",-1.023935431893354
"Dakota, Minnesota, US",35.3307459496434
"Dodge, Minnesota, US",-18.11864413739373
"Douglas, Minnesota, US",3.5904255820569277
"Faribault, Minnesota, US",-15.675673836419696
"Fillmore,Minnesota,US",-26.939903754348368
"Freeborn, Minnesota, US",-1.7780757623284766
"Goodhue, Minnesota, US",-5.898087271558574
"Grant, Minnesota, US",-18.31164724731847
"Hennepin, Minnesota, US",60.750899248227014
"Houston, Minnesota, US",-3.5215223496467445
"Hubbard, Minnesota, US",-5.141540202085398
"Isanti, Minnesota, US",-6.22837476473289
"Itasca, Minnesota, US",1.098775424616482
"Jackson, Minnesota, US",-17.463821167033984
"Kanabec, Minnesota, US",-18.58748610029808
"Kandiyohi, Minnesota, US",21.81364327505283
"Kittson, Minnesota, US",-6.469434600241621
"Koochiching, Minnesota, US",-16.325925202068003
"Lac qui Parle,Minnesota,US",-9.578962126727806
"Lake, Minnesota, US",-13.16291313940783
"Lake of the Woods, Minnesota, US",-18.934120256801695
"Le Sueur, Minnesota, US",-11.203102734704686
"Lincoln, Minnesota, US",-19.620519730293196
"Lyon, Minnesota, US",1.5765196542100648
"Mahnomen, Minnesota, US",-29.154839074373346
"Marshall, Minnesota, US",-25.88338444705289
"Martin, Minnesota, US",-9.544524856045852
"McLeod, Minnesota, US",4.512476977622695
"Meeker, Minnesota, US",-7.8330028318880105
"Mille Lacs, Minnesota, US",-6.340283449828789
"Morrison, Minnesota, US",-0.6356163869185317
"Mower, Minnesota, US",7.118496207595737
"Murray, Minnesota, US",-14.381505763864379
"Nicollet, Minnesota, US",-3.287144615606854
"Nobles, Minnesota, US",27.608603486038778
"Norman, Minnesota, US",-31.44125367623969
"Olmsted, Minnesota, US",20.837808892082027
"Otter Tail, Minnesota, US",2.4570180471596403
"Pennington, Minnesota, US",-9.028992427409792
"Pine, Minnesota, US",-5.089222807043802
"Pipestone, Minnesota, US",-10.593117554302019
"Polk, Minnesota, US",0.5988028060391356
"Pope, Minnesota, US",-21.761430897122413
"Ramsey, Minnesota, US",42.75730550483616
"Red Lake, Minnesota, US",-17.459041882518576
"Redwood, Minnesota, US",-6.572535959617368
"Renville, Minnesota, US",-15.443560410110644
"Rice, Minnesota, US",19.22938883031501
"Rock, Minnesota, US",-16.875164453794557
"Roseau, Minnesota, US",-1.0307446071228012
"Scott, Minnesota, US",18.6567390883276
"Sherburne, Minnesota, US",10.046129866682367
"Sibley, Minnesota, US",-8.356595680382783
"St. Louis, Minnesota, US",11.825084087659226
"Stearns, Minnesota, US",31.19214738326309
"Steele, Minnesota, US",-5.124550068449577
"Stevens, Minnesota, US",-5.40350003133544
"Swift, Minnesota, US",-16.218101564958268
"Todd, Minnesota, US",9.728922625696937
"Traverse, Minnesota, US",-32.04555652574893
"Wabasha, Minnesota, US",-21.962986248772204
"Wadena, Minnesota, US",-15.097738871134856
"Waseca, Minnesota, US",-1.08132396275487
"Washington, Minnesota, US",27.9267823647162
"Watonwan, Minnesota, US",-2.429429525724858
"Wilkin, Minnesota, US",-32.789094476766905
"Winona, Minnesota, US",0.5661451390176567
"Wright, Minnesota, US",14.826023047371631
"Yellow Medicine, Minnesota, US",-11.826545726321564
"Adams, Mississippi, US",2.5704162352688926
"Alcorn, Mississippi, US",-7.262278876653551
"Amite, Mississippi, US",-14.099233008781251
"Attala, Mississippi, US",6.773454622725889e-4
"Benton, Mississippi, US",-23.775224776463595
"Bolivar, Mississippi, US",9.621927350398561
"Calhoun, Mississippi, US",-6.054090468508628
"Carroll, Mississippi, US",-9.861550131807231
"Chickasaw, Mississippi, US",-3.5178423037946467
"Choctaw, Mississippi, US",-24.77553976334715
"Claiborne, Mississippi, US",-6.971757428140222
"Clarke, Mississippi, US",-3.609368375821984
"Clay, Mississippi, US",-4.303182086671025
"Coahoma, Mississippi, US",-0.37061718150045603
"Copiah, Mississippi, US",5.9991413979932
"Covington, Mississippi, US",3.0166232137129394
"DeSoto, Mississippi, US",31.191914330517516
"Forrest, Mississippi, US",18.304962146816706
"Franklin, Mississippi, US",-23.462665593142006
"George, Mississippi, US",-5.967441063235547
"Greene, Mississippi, US",-8.08388062506904
"Grenada, Mississippi, US",4.049561087208095
"Hancock, Mississippi, US",-5.248318659056555
"Harrison, Mississippi, US",22.62908983183057
"Hinds, Mississippi, US",34.165456877894805
"Holmes, Mississippi, US",4.182742575096902
"Humphreys, Mississippi, US",-12.036170566388407
"Issaquena, Mississippi, US",-23.88783999865968
"Itawamba, Mississippi, US",0.6633797569670146
"Jackson, Mississippi, US",22.59477851336409
"Jasper, Mississippi, US",-1.0832241633361914
"Jefferson, Mississippi, US",-15.815954488535425
"Jefferson Davis, Mississippi, US",-11.496993008137883
"Jones, Mississippi, US",20.57339353090191
"Kemper, Mississippi, US",-11.745284576605266
"Lafayette, Mississippi, US",9.10599209278543
"Lamar, Mississippi, US",13.71949376041407
"Lauderdale, Mississippi, US",20.372579780738334
"Lawrence, Mississippi, US",-7.717739390431569
"Leake, Mississippi, US",7.2157683515253614
"Lee, Mississippi, US",15.194840038026772
"Leflore, Mississippi, US",6.845872090679002
"Lincoln, Mississippi, US",7.138690733936039
"Lowndes, Mississippi, US",7.969807766852453
"Madison, Mississippi, US",23.883240218969316
"Marion, Mississippi, US",0.5558508100649692
"Marshall, Mississippi, US",2.1438332288528468
"Monroe, Mississippi, US",8.651712436336386
"Montgomery, Mississippi, US",-10.82016220508606
"Neshoba, Mississippi, US",16.514177923447576
"Newton, Mississippi, US",2.536211756218704
"Noxubee, Mississippi, US",-4.474822158251254
"Oktibbeha, Mississippi, US",8.695066505099096
"Panola, Mississippi, US",5.783677848999669
"Pearl River, Mississippi, US",1.7054419377999817
"Perry, Mississippi, US",-13.854412201451389
"Pike, Mississippi, US",5.762883838643945
"Pontotoc, Mississippi, US",2.322583538688363
"Prentiss, Mississippi, US",-2.9039021514828067
"Quitman, Mississippi, US",-17.071245761683045
"Rankin, Mississippi, US",22.639867288300145
"Scott, Mississippi, US",10.70589670553313
"Sharkey, Mississippi, US",-21.36317463294158
"Simpson, Mississippi, US",2.87300912028734
"Smith, Mississippi, US",-4.725545987759591
"Stone, Mississippi, US",-12.346227592435353
"Sunflower, Mississippi, US",4.801512157687501
"Tallahatchie, Mississippi, US",-3.9940653848312446
"Tate, Mississippi, US",0.5948094574393896
"Tippah, Mississippi, US",-5.809879037188602
"Tishomingo, Mississippi, US",-2.403008152619387
"Tunica, Mississippi, US",-13.711015181340535
"Union, Mississippi, US",1.8284941392396106
"Walthall, Mississippi, US",-8.439007458606586
"Warren, Mississippi, US",10.002138815117304
"Washington, Mississippi, US",12.807697404828234
"Wayne, Mississippi, US",2.994038789842687
"Webster, Mississippi, US",-15.808249776483754
"Wilkinson, Mississippi, US",-17.09940570712599
"Winston, Mississippi, US",-0.7583817726599197
"Yalobusha, Mississippi, US",-9.950138820008092
"Yazoo, Mississippi, US",6.9138706464995545
"Adair, Missouri, US",-12.445414019080077
"Andrew, Missouri, US",-9.64999719492451
"Atchison, Missouri, US",-20.14805651382203
"Audrain, Missouri, US",5.752507145289899
"Barry, Missouri, US",-6.032897271800317
"Barton, Missouri, US",-3.4697769503149307
"Bates, Missouri, US",-28.88395477072819
"Benton, Missouri, US",-12.917593875384833
"Bollinger, Missouri, US",-8.624489390242996
"Boone, Missouri, US",20.160117755232523
"Buchanan, Missouri, US",19.687390370115278
"Butler, Missouri, US",-2.281294576258458
"Caldwell, Missouri, US",-21.188909810278183
"Callaway, Missouri, US",-7.120648415978173
"Camden, Missouri, US",-2.600504001559462
"Cape Girardeau, Missouri, US",8.433017127977823
"Carroll, Missouri, US",-16.13054055243307
"Carter, Missouri, US",-26.41840829977997
"Cass, Missouri, US",4.199336036312631
"Cedar, Missouri, US",-32.9877785741999
"Chariton, Missouri, US",-39.14242604672237
"Christian, Missouri, US",-0.7043935258970938
"Clark, Missouri, US",-9.190610425059047
"Clay, Missouri, US",13.23454931924992
"Clinton, Missouri, US",-21.2425525965529
"Cole, Missouri, US",4.726602499977408
"Cooper, Missouri, US",-12.574185349236872
"Crawford, Missouri, US",-16.28024982557982
"Dade, Missouri, US",-11.187409804116651
"Dallas, Missouri, US",-8.056079620181865
"Daviess, Missouri, US",-19.60895401843889
"DeKalb, Missouri, US",-15.64489687867366
"Dent, Missouri, US",-4.17038841121521
"Douglas, Missouri, US",-1.6619843001460801
"Dunklin, Missouri, US",-5.980052059009618
"Franklin, Missouri, US",11.982709186434912
"Gasconade, Missouri, US",-6.070460474451465
"Gentry, Missouri, US",-11.798525387602718
"Greene, Missouri, US",22.32635174085727
"Grundy, Missouri, US",-9.949846934566013
"Harrison, Missouri, US",-30.217814569462423
"Henry, Missouri, US",-18.48127205195887
"Hickory, Missouri, US",-6.998288131956729
"Holt, Missouri, US",-11.298931335966481
"Howard, Missouri, US",-5.692702192172761
"Howell, Missouri, US",-7.721878438953194
"Iron, Missouri, US",-9.392470372223338
"Jackson, Missouri, US",34.7712799304279
"Jasper,Missouri,US",18.04215536792161
"Jefferson, Missouri, US",26.158148114054498
"Johnson, Missouri, US",1.2421927776172506
"Knox, Missouri, US",-22.652881792178434
"Laclede, Missouri, US",12.077383474271523
"Lafayette, Missouri, US",-7.169658839561123
"Lawrence, Missouri, US",2.053585973593069
"Lewis, Missouri, US",-29.588623355651883
"Lincoln, Missouri, US",0.8908361467358401
"Linn, Missouri, US",-33.71732475963394
"Livingston, Missouri, US",-0.23562810397009024
"Macon, Missouri, US",-8.12181704841901
"Madison, Missouri, US",4.488679689570959
"Maries, Missouri, US",-11.77689329939821
"Marion, Missouri, US",-1.009670966166221
"McDonald, Missouri, US",12.741368785213483
"Mercer, Missouri, US",-36.5535024947345
"Miller, Missouri, US",11.29038421650518
"Mississippi, Missouri, US",-6.946150455280382
"Moniteau, Missouri, US",-7.748647355063764
"Monroe, Missouri, US",-12.694438843781517
"Montgomery, Missouri, US",-34.70012438754871
"Morgan, Missouri, US",-10.688396806754364
"New Madrid, Missouri, US",-10.655748555492476
"Newton, Missouri, US",3.213648293678396
"Nodaway, Missouri, US",0.581870212749942
"Oregon, Missouri, US",-13.58317381295686
"Osage, Missouri, US",-21.642232163521008
"Ozark, Missouri, US",-2.4622822232141277
"Pemiscot, Missouri, US",-4.5574328306592955
"Perry, Missouri, US",-6.728647441092946
"Pettis, Missouri, US",8.962665111382899
"Phelps, Missouri, US",8.68648095818126
"Pike, Missouri, US",-17.889829510025272
"Platte, Missouri, US",-4.780480270874548
"Polk, Missouri, US",10.851347965826278
"Pulaski, Missouri, US",-6.224007162304938
"Putnam, Missouri, US",-21.55651621018188
"Ralls, Missouri, US",-14.631837138894676
"Randolph, Missouri, US",-21.59193459889234
"Ray, Missouri, US",-21.777290513076146
"Reynolds, Missouri, US",-22.495480360844986
"Ripley, Missouri, US",-23.158953666439032
"Saline, Missouri, US",5.338378192241021
"Schuyler, Missouri, US",-27.966713493790486
"Scotland, Missouri, US",-32.14593611381212
"Scott, Missouri, US",2.5954453456653113
"Shannon, Missouri, US",-15.394170211621464
"Shelby, Missouri, US",-13.710063610489179
"St. Charles, Missouri, US",38.9396311430894
"St. Clair, Missouri, US",-11.087863223109533
"St. Francois, Missouri, US",6.674528164759023
"St. Louis, Missouri, US",60.00306381406331
"St. Louis City, Missouri, US",39.674975481816176
"Ste. Genevieve, Missouri, US",-23.367308453734708
"Stoddard, Missouri, US",-4.99597398161383
"Stone, Missouri, US",4.064948879120062
"Sullivan, Missouri, US",-7.425982851300621
"Taney, Missouri, US",-0.8840559455542047
"Texas, Missouri, US",7.176090330169626
"Vernon, Missouri, US",-11.179025937271414
"Warren, Missouri, US",-12.64038523476429
"Washington, Missouri, US",-11.245098804172706
"Wayne, Missouri, US",-0.5902425005620773
"Webster, Missouri, US",-6.485871648063794
"Worth, Missouri, US",-30.396367160880168
"Wright, Missouri, US",-22.94072597432697
"Beaverhead, Montana, US",-1.2146353974488486
"Big Horn, Montana, US",9.395681053868433
"Blaine, Montana, US",-10.794262529964282
"Broadwater, Montana, US",-25.505974063530257
"Carbon, Montana, US",-28.11298286749709
"Carter, Montana, US",-23.210603895827624
"Cascade, Montana, US",-6.911001831518464
"Chouteau, Montana, US",-13.33347258553972
"Custer, Montana, US",-3.5111264933578332
"Daniels, Montana, US",-19.04582618340396
"Dawson, Montana, US",-5.978738531930134
"Deer Lodge, Montana, US",-0.8273285129334481
"Fallon, Montana, US",-14.91078772611158
"Fergus, Montana, US",0.0028391441782645733
"Flathead, Montana, US",2.585774424854102
"Gallatin, Montana, US",13.616346978624621
"Garfield, Montana, US",-39.57169291861295
"Glacier, Montana, US",-13.422247596602247
"Golden Valley, Montana, US",-31.99763085299995
"Granite, Montana, US",-27.957295696923953
"Hill, Montana, US",8.285908010064684
"Jefferson, Montana, US",-3.6916505961282295
"Judith Basin, Montana, US",-31.41794871691363
"Lake, Montana, US",-19.05168691725946
"Lewis and Clark, Montana, US",-12.70467309195278
"Liberty, Montana, US",-28.652091009532445
"Lincoln, Montana, US",-29.401302098052987
"Madison, Montana, US",-33.47992319049677
"McCone, Montana, US",-23.138411762920597
"Meagher, Montana, US",-19.17798536074626
"Mineral, Montana, US",-7.06273078148737
"Missoula, Montana, US",-0.79905603041911
"Musselshell, Montana, US",-11.570613511258115
"Park, Montana, US",-31.214836018395257
"Petroleum, Montana, US",-37.42526198072873
"Phillips, Montana, US",-3.8532350428601454
"Pondera, Montana, US",-15.58540479608257
"Powder River, Montana, US",-19.858608518904546
"Powell, Montana, US",5.500792595362986
"Prairie, Montana, US",-8.490700126473856
"Ravalli, Montana, US",-16.860858917390352
"Richland, Montana, US",-5.2178912736983145
"Roosevelt, Montana, US",-21.059552003154643
"Rosebud, Montana, US",2.7188540959325778
"Sanders, Montana, US",-7.720752079443175
"Sheridan, Montana, US",-16.21726474490521
"Silver Bow, Montana, US",-20.791716959683903
"Stillwater, Montana, US",-10.985580245355349
"Sweet Grass, Montana, US",-14.882178648982709
"Teton, Montana, US",-21.01643584584698
"Toole, Montana, US",-27.920636881619362
"Treasure, Montana, US",-25.619074958241605
"Valley, Montana, US",-3.928234489666131
"Wheatland, Montana, US",-18.606727543250752
"Wibaux, Montana, US",-25.591547920597744
"Yellowstone, Montana, US",16.472102350861558
"Adams, Nebraska, US",2.974172215732698
"Antelope, Nebraska, US",-29.060544564051366
"Arthur, Nebraska, US",-32.87596490750927
"Banner, Nebraska, US",-30.80133995581591
"Blaine, Nebraska, US",-27.118915723857477
"Boone, Nebraska, US",-25.90989300473525
"Box Butte, Nebraska, US",-2.6059266233932554
"Boyd, Nebraska, US",-21.526198275072968
"Brown, Nebraska, US",-16.487058864958918
"Buffalo, Nebraska, US",6.379122824635521
"Burt, Nebraska, US",-26.801764976948196
"Butler, Nebraska, US",-15.680745875616362
"Cass, Nebraska, US",-3.2145906754829974
"Cedar, Nebraska, US",-25.63361384807038
"Chase, Nebraska, US",-11.433146462497296
"Cherry, Nebraska, US",-15.839050056666057
"Cheyenne, Nebraska, US",-30.199174233614272
"Clay, Nebraska, US",-24.04925296320997
"Colfax, Nebraska, US",10.652033066959767
"Cuming, Nebraska, US",-16.44826026176571
"Custer, Nebraska, US",-24.27358553972704
"Dakota, Nebraska, US",28.50081758764844
"Dawes, Nebraska, US",-1.255673528471707
"Dawson, Nebraska, US",16.891512744732875
"Deuel, Nebraska, US",-22.44145145300767
"Dixon, Nebraska, US",-21.576715695833187
"Dodge, Nebraska, US",12.512864624880951
"Douglas, Nebraska, US",49.02012394548775
"Dundy, Nebraska, US",-23.397844296374334
"Fillmore, Nebraska, US",-25.21993536826228
"Franklin, Nebraska, US",-41.91805536950391
"Frontier, Nebraska, US",-18.785603082946817
"Furnas, Nebraska, US",-30.64676515660609
"Gage, Nebraska, US",-12.623101493503825
"Garden, Nebraska, US",-29.295327063316602
"Garfield, Nebraska, US",-28.050902237671394
"Gosper, Nebraska, US",-43.53672098339476
"Grant, Nebraska, US",-39.67659859166493
"Greeley, Nebraska, US",-28.77908518229364
"Hall, Nebraska, US",26.632704205295937
"Hamilton, Nebraska, US",-20.412769997146107
"Harlan, Nebraska, US",-15.252379693608335
"Hayes, Nebraska, US",-21.776839465410518
"Hitchcock, Nebraska, US",-9.625918978146935
"Holt, Nebraska, US",-3.208321059397854
"Hooker, Nebraska, US",-33.58331957509156
"Howard, Nebraska, US",-23.832220287103418
"Jefferson, Nebraska, US",-29.28042232045823
"Johnson, Nebraska, US",-30.804463058209414
"Kearney, Nebraska, US",-21.17940554219136
"Keith, Nebraska, US",-6.71573664224801
"Keya Paha, Nebraska, US",-32.30079612662532
"Kimball, Nebraska, US",-47.70860324258482
"Knox, Nebraska, US",-20.116159394042953
"Lancaster, Nebraska, US",38.171473834973256
"Lincoln, Nebraska, US",-8.478261926686276
"Logan, Nebraska, US",-30.577451976678287
"Loup, Nebraska, US",-39.13848741097439
"Madison, Nebraska, US",8.22103640650879
"McPherson, Nebraska, US",-53.24845145453795
"Merrick, Nebraska, US",-24.740816761153162
"Morrill, Nebraska, US",-24.298680761793094
"Nance, Nebraska, US",-19.6005914982886
"Nemaha, Nebraska, US",-12.297657129698365
"Nuckolls, Nebraska, US",-21.414600840894487
"Otoe, Nebraska, US",-12.377778187622257
"Pawnee, Nebraska, US",-26.81450721169356
"Perkins, Nebraska, US",-19.922925449347115
"Phelps, Nebraska, US",-19.80460744586735
"Pierce, Nebraska, US",-19.09382923808027
"Platte, Nebraska, US",13.327340283738659
"Polk, Nebraska, US",-34.12380977001798
"Red Willow, Nebraska, US",-25.540089109091994
"Richardson, Nebraska, US",-15.13954675650049
"Rock, Nebraska, US",-27.057686704619478
"Saline, Nebraska, US",10.461875074182913
"Sarpy, Nebraska, US",26.1697937317313
"Saunders, Nebraska, US",-8.7454422218258
"Scotts Bluff, Nebraska, US",0.3321165554614624
"Seward, Nebraska, US",-12.859757889023637
"Sheridan, Nebraska, US",-17.505966964556215
"Sherman, Nebraska, US",-34.988335022641586
"Sioux, Nebraska, US",-56.9587630546707
"Stanton, Nebraska, US",-32.7419489560212
"Thayer, Nebraska, US",-15.486319661484801
"Thomas, Nebraska, US",-32.45466357859972
"Thurston, Nebraska, US",-9.388211307268717
"Valley, Nebraska, US",-30.568040377809364
"Washington, Nebraska, US",-16.868748725735102
"Wayne, Nebraska, US",-11.64487782708616
"Webster, Nebraska, US",-40.69623319873789
"Wheeler, Nebraska, US",-30.456409986454684
"York, Nebraska, US",-14.282611442047049
"Carson City, Nevada, US",-1.4802227040204448
"Churchill, Nevada, US",-11.79753236567593
"Clark, Nevada, US",71.5255790868758
"Douglas, Nevada, US",-15.592661003718574
"Elko, Nevada, US",-0.9109980198520344
"Esmeralda, Nevada, US",-24.9298875847083
"Eureka, Nevada, US",-41.591566483343804
"Humboldt, Nevada, US",-21.36192422874277
"Lander, Nevada, US",-27.67342002972871
"Lincoln, Nevada, US",-21.12263927851935
"Lyon, Nevada, US",-4.814181849500426
"Mineral, Nevada, US",-29.176584574156433
"Nye, Nevada, US",-4.814052136739039
"Pershing, Nevada, US",-20.374944303332743
"Storey, Nevada, US",-38.144715485052615
"Washoe, Nevada, US",42.17036960263111
"White Pine, Nevada, US",-15.762020477142288
"Belknap, New Hampshire, US",-18.882832385898617
"Carroll, New Hampshire, US",-26.589687597431592
"Cheshire, New Hampshire, US",-18.608135296354973
"Coos, New Hampshire, US",-23.335881506765787
"Grafton, New Hampshire, US",-21.982362036943304
"Hillsborough, New Hampshire, US",35.70156252031576
"Merrimack, New Hampshire, US",5.757757739879319
"Rockingham, New Hampshire, US",23.831374691819327
"Strafford, New Hampshire, US",1.4578148051668698
"Sullivan, New Hampshire, US",-35.49571327133338
"Atlantic, New Jersey, US",35.80246880788225
"Bergen, New Jersey, US",64.84572235584913
"Burlington, New Jersey, US",44.39925754860106
"Camden, New Jersey, US",51.10740422956979
"Cape May, New Jersey, US",16.32877371042456
"Cumberland, New Jersey, US",33.69653370931343
"Essex, New Jersey, US",65.34232345990007
"Gloucester, New Jersey, US",36.25135516237462
"Hudson, New Jersey, US",64.89555517607033
"Hunterdon, New Jersey, US",16.301462034694744
"Mercer, New Jersey, US",47.775418767048414
"Middlesex, New Jersey, US",62.722276870387425
"Monmouth, New Jersey, US",53.47595812200064
"Morris, New Jersey, US",49.27593018351856
"Ocean, New Jersey, US",57.35974946283919
"Passaic, New Jersey, US",63.55846811819322
"Salem, New Jersey, US",12.96209774223866
"Somerset, New Jersey, US",42.44367540440085
"Sussex, New Jersey, US",20.30574702433149
"Union, New Jersey, US",63.22658010345692
"Warren, New Jersey, US",19.198027515489688
"Bernalillo, New Mexico, US",39.01337085326606
"Catron, New Mexico, US",-41.23969665327436
"Chaves, New Mexico, US",2.9189605351129218
"Cibola, New Mexico, US",-2.017466014818179
"Colfax, New Mexico, US",-40.6064150520892
"Curry, New Mexico, US",2.119491197574159
"De Baca, New Mexico, US",-2.2271426569840727
"Dona Ana, New Mexico, US",27.039595686302874
"Eddy, New Mexico, US",0.7384215145656533
"Grant, New Mexico, US",-25.136220055431853
"Guadalupe, New Mexico, US",-37.4363898185188
"Harding, New Mexico, US",-41.47450874210555
"Hidalgo, New Mexico, US",-16.41357885584054
"Lea, New Mexico, US",14.11044811891641
"Lincoln, New Mexico, US",-2.2558622296580935
"Los Alamos, New Mexico, US",-45.02897828771712
"Luna, New Mexico, US",0.6397021188305703
"McKinley, New Mexico, US",36.029053615315156
"Mora, New Mexico, US",-32.57363586495168
"Otero, New Mexico, US",-4.115943964951873
"Quay, New Mexico, US",-16.95721852676839
"Rio Arriba, New Mexico, US",-8.113605911817059
"Roosevelt, New Mexico, US",-7.2945480541192005
"San Juan, New Mexico, US",30.867997522329077
"San Miguel, New Mexico, US",-18.580780995366993
"Sandoval, New Mexico, US",16.952143342482948
"Santa Fe, New Mexico, US",6.40269429672512
"Sierra, New Mexico, US",-13.477792443092754
"Socorro, New Mexico, US",-20.946612961293255
"Taos, New Mexico, US",-23.09858815624872
"Torrance, New Mexico, US",-30.819250843911753
"Union, New Mexico, US",-31.6618811836811
"Valencia, New Mexico, US",0.5872407802641109
"Albany, New York, US",29.174085353403715
"Allegany, New York, US",-18.81310778884732
"Bronx, New York, US",79.4310422542162
"Broome, New York, US",20.011846410927863
"Cattaraugus, New York, US",-9.035903352350935
"Cayuga, New York, US",-8.88708372925975
"Chautauqua, New York, US",-3.6084738159843526
"Chemung, New York, US",-0.011160908754146024
"Chenango, New York, US",-10.214972209512522
"Clinton, New York, US",-17.39532593325073
"Columbia, New York, US",1.0753090684290116
"Cortland, New York, US",-17.126308516687573
"Delaware, New York, US",-21.79115415289716
"Dutchess, New York, US",39.35708970740664
"Erie, New York, US",52.38011948490235
"Essex, New York, US",-27.562224195250263
"Franklin, New York, US",-33.43308134055304
"Fulton, New York, US",-6.727906560587431
"Genesee, New York, US",-3.8867481430566215
"Greene, New York, US",-5.947620570284967
"Hamilton, New York, US",-52.36398201367526
"Herkimer, New York, US",-8.950291142825863
"Jefferson, New York, US",-15.45702601062329
"Kings, New York, US",83.86663451741354
"Lewis, New York, US",-31.312559825290275
"Livingston, New York, US",-11.614939262660027
"Madison, New York, US",0.41304827310673664
"Monroe, New York, US",42.228321886730804
"Montgomery, New York, US",-15.227223932289204
"Nassau, New York, US",76.75871007230852
"New York, New York, US",69.35073410503566
"Niagara, New York, US",21.26464785465319
"Oneida, New York, US",26.372597551140224
"Onondaga, New York, US",36.472744440702904
"Ontario, New York, US",-1.2722784850806437
"Orange, New York, US",54.61295582059287
"Orleans, New York, US",-6.096840849188117
"Oswego, New York, US",-2.87138312274185
"Otsego, New York, US",-14.50985030446844
"Putnam, New York, US",20.55325811687152
"Queens, New York, US",86.22565217479917
"Rensselaer, New York, US",9.13600224936632
"Richmond, New York, US",60.260260716979076
"Rockland, New York, US",57.61973686906592
"Saratoga, New York, US",10.519723442703494
"Schenectady, New York, US",14.84459832523615
"Schoharie, New York, US",-29.24686852245237
"Schuyler, New York, US",-36.75722247835872
"Seneca, New York, US",-23.073097823767146
"St. Lawrence, New York, US",-3.9627835268495493
"Steuben, New York, US",1.4831903995694509
"Suffolk, New York, US",78.07400645403611
"Sullivan, New York, US",19.03028134012707
"Tioga, New York, US",-8.832721845282915
"Tompkins, New York, US",-6.675765748261944
"Ulster, New York, US",22.923054644221903
"Warren, New York, US",-5.3267611750123125
"Washington, New York, US",-9.37274632007629
"Wayne, New York, US",-7.201390580630982
"Westchester, New York, US",71.58582301089878
"Wyoming, New York, US",-18.169439852930893
"Yates, New York, US",-27.184305141625977
"Alamance, North Carolina, US",25.41903098415909
"Alexander,North Carolina,US",5.892961387493268
"Alleghany, North Carolina, US",-15.749221444969308
"Anson, North Carolina, US",-5.813361909501048
"Ashe, North Carolina, US",-8.017814135811912
"Avery, North Carolina, US",2.4105985781034023
"Beaufort, North Carolina, US",-3.1275332944981065
"Bertie, North Carolina, US",-7.965055165644294
"Bladen, North Carolina, US",8.4426786983237
"Brunswick, North Carolina, US",8.158378790111165
"Buncombe, North Carolina, US",19.69855190532106
"Burke, North Carolina, US",19.687979965541633
"Cabarrus, North Carolina, US",26.56403570130769
"Caldwell, North Carolina, US",14.488747481560994
"Camden, North Carolina, US",-14.92171418207014
"Carteret, North Carolina, US",-5.360475610015909
"Caswell, North Carolina, US",-6.366801833768401
"Catawba, North Carolina, US",21.39630529829936
"Chatham, North Carolina, US",14.314916132414542
"Cherokee, North Carolina, US",-12.188845057591069
"Chowan, North Carolina, US",-16.95862660851482
"Clay, North Carolina, US",-30.366656154064902
