County,First_FPC_Score
"Los Angeles, California, US",95.011
"Cook, Illinois, US",90.691
"Miami-Dade, Florida, US",89.195
"Queens, New York, US",86.197
"Maricopa, Arizona, US",86.087
"Kings, New York, US",83.858
"Bronx, New York, US",79.422
"Harris, Texas, US",78.205
"Suffolk, New York, US",78.069
"Nassau, New York, US",76.763
